X1,y,Rzeczywiste wartości,Wartości z wyrażenia
-660.0,800.0,-1142799.0,-1142800.1748764568
-660.0,1000.0,-1537399.0,-1537400.3368093304
-640.0,-1000.0,2322601.0,2322601.2826450258
-640.0,-800.0,1940001.0,1940001.1207121697
-640.0,-600.0,1557401.0,1557400.9587839795
-640.0,-400.0,1174801.0,1174800.796867465
-640.0,-200.0,792201.0,792200.6349977521
-640.0,0.0,409601.0,409600.42415791523
-640.0,200.0,27001.0,27000.3108387138
-640.0,400.0,-355599.0,-355599.851031599
-640.0,600.0,-738199.0,-738200.0129482248
-640.0,800.0,-1120799.0,-1120800.1748764536
-640.0,1000.0,-1503399.0,-1503400.3368093278
-620.0,-1000.0,2237401.0,2237401.2826450225
-620.0,-800.0,1866801.0,1866801.120712166
-620.0,-600.0,1496201.0,1496200.9587839749
-620.0,-400.0,1125601.0,1125600.796867458
-620.0,-200.0,755001.0,755000.6349977377
-620.0,0.0,384401.0,384400.42416298075
-620.0,200.0,13801.0,13800.310838728295
-620.0,400.0,-356799.0,-356799.85103159177
-620.0,600.0,-727399.0,-727400.01294822
-620.0,800.0,-1097999.0,-1098000.1748764499
-620.0,1000.0,-1468599.0,-1468600.3368093248
-600.0,-1000.0,2153001.0,2153001.2826450192
-600.0,-800.0,1794401.0,1794401.1207121622
-600.0,-600.0,1435801.0,1435800.9587839697
-600.0,-400.0,1077201.0,1077200.79686745
-600.0,-200.0,718601.0,718600.6349977221
-600.0,0.0,360001.0,360000.424168384
-600.0,200.0,1401.0,1400.3108387437198
-600.0,400.0,-357199.0,-357199.8510315841
-600.0,600.0,-715799.0,-715800.0129482148
-600.0,800.0,-1074399.0,-1074400.1748764461
-600.0,1000.0,-1432999.0,-1433000.3368093218
-580.0,-1000.0,2069401.0,2069401.2826450162
-580.0,-800.0,1722801.0,1722801.120712158
-580.0,-600.0,1376201.0,1376200.9587839642
-580.0,-400.0,1029601.0,1029600.7968674416
-580.0,-200.0,683001.0,683000.6349977056
-580.0,0.0,336401.0,336400.4241741598
-580.0,200.0,-10199.0,-10199.689161239778
-580.0,400.0,-356799.0,-356799.8510315758
-580.0,600.0,-703399.0,-703400.0129482093
-580.0,800.0,-1049999.0,-1050000.174876442
-580.0,1000.0,-1396599.0,-1396600.3368093185
-560.0,-1000.0,1986601.0,1986601.2826450127
-560.0,-800.0,1652001.0,1652001.1207121534
-560.0,-600.0,1317401.0,1317400.958783958
-560.0,-400.0,982801.0,982800.7968674328
-560.0,-200.0,648201.0,648200.6349976878
-560.0,0.0,313601.0,313600.42418034823
-560.0,200.0,-20999.0,-20999.68916122211
-560.0,400.0,-355599.0,-355599.85103156697
-560.0,600.0,-690199.0,-690200.0129482034
-560.0,800.0,-1024799.0,-1024800.1748764375
-560.0,1000.0,-1359399.0,-1359400.3368093148
-540.0,-1000.0,1904601.0,1904601.282645009
-540.0,-800.0,1582001.0,1582001.1207121487
-540.0,-600.0,1259401.0,1259400.9587839518
-540.0,-400.0,936801.0,936800.7968674232
-540.0,-200.0,614201.0,614200.6349976687
-540.0,0.0,291601.0,291600.4241869951
-540.0,200.0,-30999.0,-30999.689161203136
-540.0,400.0,-353599.0,-353599.8510315574
-540.0,600.0,-676199.0,-676200.012948197
-540.0,800.0,-998799.0,-998800.1748764327
-540.0,1000.0,-1321399.0,-1321400.336809311
-520.0,-1000.0,1823401.0,1823401.2826450048
-520.0,-800.0,1512801.0,1512801.1207121436
-520.0,-600.0,1202201.0,1202200.958783945
-520.0,-400.0,891601.0,891600.796867413
-520.0,-200.0,581001.0,581000.6349976481
-520.0,0.0,270401.0,270400.42419415317
-520.0,200.0,-40199.0,-40199.68916118268
-520.0,400.0,-350799.0,-350799.8510315472
-520.0,600.0,-661399.0,-661400.0129481902
-520.0,800.0,-971999.0,-972000.1748764276
-520.0,1000.0,-1282599.0,-1282600.3368093069
-500.0,-1000.0,1743001.0,1743001.2826450004
-500.0,-800.0,1444401.0,1444401.120712138
-500.0,-600.0,1145801.0,1145800.9587839376
-500.0,-400.0,847201.0,847200.7968674019
-500.0,-200.0,548601.0,548600.634997626
-500.0,0.0,250001.0,250000.424201884
-500.0,200.0,-48599.0,-48599.68916116059
-500.0,400.0,-347199.0,-347199.8510315361
-500.0,600.0,-645799.0,-645800.0129481828
-500.0,800.0,-944399.0,-944400.1748764222
-500.0,1000.0,-1242999.0,-1243000.3368093024
-480.0,-1000.0,1663401.0,1663401.2826449957
-480.0,-800.0,1376801.0,1376801.120712132
-480.0,-600.0,1090201.0,1090200.9587839297
-480.0,-400.0,803601.0,803600.7968673898
-480.0,-200.0,517001.0,517000.63499760185
-480.0,0.0,230401.0,230400.424210259
-480.0,200.0,-56199.0,-56199.68916113667
-480.0,400.0,-342799.0,-342799.85103152413
-480.0,600.0,-629399.0,-629400.0129481748
-480.0,800.0,-915999.0,-916000.1748764162
-480.0,1000.0,-1202599.0,-1202600.3368092976
-460.0,-1000.0,1584601.0,1584601.2826449904
-460.0,-800.0,1310001.0,1310001.1207121254
-460.0,-600.0,1035401.0,1035400.9587839207
-460.0,-400.0,760801.0,760800.7968673768
-460.0,-200.0,486201.0,486200.63499757566
-460.0,0.0,211601.0,211600.42421936223
-460.0,200.0,-62999.0,-62999.68916111068
-460.0,400.0,-337599.0,-337599.85103151115
-460.0,600.0,-612199.0,-612200.0129481662
-460.0,800.0,-886799.0,-886800.1748764097
-460.0,1000.0,-1161399.0,-1161400.3368092924
-440.0,-1000.0,1506601.0,1506601.2826449848
-440.0,-800.0,1244001.0,1244001.1207121185
-440.0,-600.0,981401.0,981400.9587839113
-440.0,-400.0,718801.0,718800.7968673626
-440.0,-200.0,456201.0,456200.63499754714
-440.0,0.0,193601.0,193600.42422929307
-440.0,200.0,-68999.0,-68999.6891610823
-440.0,400.0,-331599.0,-331599.85103149695
-440.0,600.0,-594199.0,-594200.0129481567
-440.0,800.0,-856799.0,-856800.1748764025
-440.0,1000.0,-1119399.0,-1119400.3368092866
-420.0,-1000.0,1429401.0,1429401.2826449785
-420.0,-800.0,1178801.0,1178801.1207121105
-420.0,-600.0,928201.0,928200.958783901
-420.0,-400.0,677601.0,677600.796867347
-420.0,-200.0,427001.0,427000.63499751594
-420.0,0.0,176401.0,176400.4242401697
-420.0,200.0,-74199.0,-74199.68916105124
-420.0,400.0,-324799.0,-324799.8510314814
-420.0,600.0,-575399.0,-575400.0129481463
-420.0,800.0,-825999.0,-826000.1748763948
-420.0,1000.0,-1076599.0,-1076600.3368092803
-400.0,-1000.0,1353001.0,1353001.2826449717
-400.0,-800.0,1114401.0,1114401.1207121022
-400.0,-600.0,875801.0,875800.9587838895
-400.0,-400.0,637201.0,637200.7968673297
-400.0,-200.0,398601.0,398600.63499748154
-400.0,0.0,160001.0,160000.42425213396
-400.0,200.0,-78599.0,-78599.68916101707
-400.0,400.0,-317199.0,-317199.8510314643
-400.0,600.0,-555799.0,-555800.0129481349
-400.0,800.0,-794399.0,-794400.1748763862
-400.0,1000.0,-1032999.0,-1033000.3368092737
-380.0,-1000.0,1277401.0,1277401.282644964
-380.0,-800.0,1050801.0,1050801.1207120926
-380.0,-600.0,824201.0,824200.9587838768
-380.0,-400.0,597601.0,597600.7968673109
-380.0,-200.0,371001.0,371000.6349974435
-380.0,0.0,144401.0,144400.42426535764
-380.0,200.0,-82199.0,-82199.6891609793
-380.0,400.0,-308799.0,-308799.8510314454
-380.0,600.0,-535399.0,-535400.0129481222
-380.0,800.0,-761999.0,-762000.1748763766
-380.0,1000.0,-988599.0,-988600.3368092661
-360.0,-1000.0,1202601.0,1202601.2826449557
-360.0,-800.0,988001.0,988001.120712082
-360.0,-600.0,773401.0,773400.9587838628
-360.0,-400.0,558801.0,558800.7968672897
-360.0,-200.0,344201.0,344200.6349974013
-360.0,0.0,129601.0,129600.42428005062
-360.0,200.0,-84999.0,-84999.68916093733
-360.0,400.0,-299599.0,-299599.85103142436
-360.0,600.0,-514199.0,-514200.01294810825
-360.0,800.0,-728799.0,-728800.1748763662
-360.0,1000.0,-943399.0,-943400.3368092577
-340.0,-1000.0,1128601.0,1128601.2826449461
-340.0,-800.0,926001.0,926001.1207120701
-340.0,-600.0,723401.0,723400.9587838472
-340.0,-400.0,520801.0,520800.7968672662
-340.0,-200.0,318201.0,318200.6349973542
-340.0,0.0,115601.0,115600.42429647218
-340.0,200.0,-86999.0,-86999.68916089044
-340.0,400.0,-289599.0,-289599.85103140085
-340.0,600.0,-492199.0,-492200.0129480926
-340.0,800.0,-694799.0,-694800.1748763545
-340.0,1000.0,-897399.0,-897400.3368092483
-320.0,-1000.0,1055401.0,1055401.2826449357
-320.0,-800.0,864801.0,864801.1207120569
-320.0,-600.0,674201.0,674200.9587838295
-320.0,-400.0,483601.0,483600.7968672397
-320.0,-200.0,293001.0,293000.6349973011
-320.0,0.0,102401.0,102400.42431494643
-320.0,200.0,-88199.0,-88199.68916083768
-320.0,400.0,-278799.0,-278799.8510313745
-320.0,600.0,-469399.0,-469400.01294807496
-320.0,800.0,-659999.0,-660000.1748763412
-320.0,1000.0,-850599.0,-850600.3368092377
-300.0,-1000.0,983001.0,983001.2826449234
-300.0,-800.0,804401.0,804401.120712042
-300.0,-600.0,625801.0,625800.9587838094
-300.0,-400.0,447201.0,447200.79686720966
-300.0,-200.0,268601.0,268600.63499724097
-300.0,0.0,90001.0,90000.42433588393
-300.0,200.0,-88599.0,-88599.68916077787
-300.0,400.0,-267199.0,-267199.8510313445
-300.0,600.0,-445799.0,-445800.012948055
-300.0,800.0,-624399.0,-624400.1748763262
-300.0,1000.0,-802999.0,-803000.3368092257
-280.0,-1000.0,911401.0,911401.2826449098
-280.0,-800.0,744801.0,744801.1207120247
-280.0,-600.0,578201.0,578200.9587837866
-280.0,-400.0,411601.0,411600.7968671753
-280.0,-200.0,245001.0,245000.63499717222
-280.0,0.0,78401.0,78400.42435981249
-280.0,200.0,-88199.0,-88199.68916070952
-280.0,400.0,-254799.0,-254799.85103131025
-280.0,600.0,-421399.0,-421400.0129480322
-280.0,800.0,-587999.0,-588000.1748763091
-280.0,1000.0,-754599.0,-754600.336809212
-260.0,-1000.0,840601.0,840601.282644894
-260.0,-800.0,686001.0,686001.120712005
-260.0,-600.0,531401.0,531400.9587837602
-260.0,-400.0,376801.0,376800.79686713574
-260.0,-200.0,222201.0,222200.63499709292
-260.0,0.0,67601.0,67600.42438742238
-260.0,200.0,-86999.0,-86999.68916063066
-260.0,400.0,-241599.0,-241599.85103127078
-260.0,600.0,-396199.0,-396200.0129480058
-260.0,800.0,-550799.0,-550800.1748762893
-260.0,1000.0,-705399.0,-705400.3368091963
-240.0,-1000.0,770601.0,770601.2826448755
-240.0,-800.0,628001.0,628001.1207119819
-240.0,-600.0,485401.0,485400.95878372947
-240.0,-400.0,342801.0,342800.7968670895
-240.0,-200.0,200201.0,200200.6349970004
-240.0,0.0,57601.0,57600.4244196339
-240.0,200.0,-84999.0,-84999.68916053865
-240.0,400.0,-227599.0,-227599.8510312247
-240.0,600.0,-370199.0,-370200.0129479751
-240.0,800.0,-512799.0,-512800.1748762663
-240.0,1000.0,-655399.0,-655400.3368091778
-220.0,-1000.0,701401.0,701401.2826448537
-220.0,-800.0,570801.0,570801.1207119547
-220.0,-600.0,440201.0,440200.9587836931
-220.0,-400.0,309601.0,309600.7968670349
-220.0,-200.0,179001.0,179000.63499689102
-220.0,0.0,48401.0,48400.42445770206
-220.0,200.0,-82199.0,-82199.68916042992
-220.0,400.0,-212799.0,-212799.85103117026
-220.0,600.0,-343399.0,-343400.0129479388
-220.0,800.0,-473999.0,-474000.17487623903
-220.0,1000.0,-604599.0,-604600.336809156
-200.0,-1000.0,633001.0,633001.2826448275
-200.0,-800.0,514401.0,514401.12071192195
-200.0,-600.0,395801.0,395800.95878364943
-200.0,-400.0,277201.0,277200.79686696944
-200.0,-200.0,158601.0,158600.6349967598
-200.0,0.0,40001.0,40000.42450338386
-200.0,200.0,-78599.0,-78599.68916029944
-200.0,400.0,-197199.0,-197199.85103110495
-200.0,600.0,-315799.0,-315800.0129478952
-200.0,800.0,-434399.0,-434400.1748762064
-200.0,1000.0,-552999.0,-553000.3368091298
-180.0,-1000.0,565401.0,565401.2826447955
-180.0,-800.0,458801.0,458801.12071188196
-180.0,-600.0,352201.0,352200.95878359606
-180.0,-400.0,245601.0,245600.79686688937
-180.0,-200.0,139001.0,139000.6349965994
-180.0,0.0,32401.0,32400.42455921717
-180.0,200.0,-74199.0,-74199.68916013997
-180.0,400.0,-180799.0,-180799.8510310251
-180.0,600.0,-287399.0,-287400.012947842
-180.0,800.0,-393999.0,-394000.1748761664
-180.0,1000.0,-500599.0,-500600.3368090979
-160.0,-1000.0,498601.0,498601.28264475556
-160.0,-800.0,404001.0,404001.1207118319
-160.0,-600.0,309401.0,309400.95878352935
-160.0,-400.0,214801.0,214800.79686678926
-160.0,-200.0,120201.0,120200.63499639892
-160.0,0.0,25601.0,25600.424629008805
-160.0,200.0,-68999.0,-68999.68915994062
-160.0,400.0,-163599.0,-163599.85103092526
-160.0,600.0,-258199.0,-258200.0129477754
-160.0,800.0,-352799.0,-352800.1748761165
-160.0,1000.0,-447399.0,-447400.3368090579
-140.0,-1000.0,432601.0,432601.2826447041
-140.0,-800.0,350001.0,350001.12071176764
-140.0,-600.0,267401.0,267400.9587834436
-140.0,-400.0,184801.0,184800.79686666056
-140.0,-200.0,102201.0,102200.63499614115
-140.0,0.0,19601.0,19600.424718740913
-140.0,200.0,-62999.0,-62999.689159684334
-140.0,400.0,-145599.0,-145599.85103079694
-140.0,600.0,-228199.0,-228200.01294768977
-140.0,800.0,-310799.0,-310800.1748760523
-140.0,1000.0,-393399.0,-393400.3368090065
-120.0,-1000.0,367401.0,367401.28264463553
-120.0,-800.0,296801.0,296801.1207116819
-120.0,-600.0,226201.0,226200.9587833292
-120.0,-400.0,155601.0,155600.79686648896
-120.0,-200.0,85001.0,85000.63499579746
-120.0,0.0,14401.0,14400.424838383718
-120.0,200.0,-56199.0,-56199.689159342604
-120.0,400.0,-126799.0,-126799.85103062584
-120.0,600.0,-197399.0,-197400.01294757565
-120.0,800.0,-267999.0,-268000.1748759667
-120.0,1000.0,-338599.0,-338600.33680893807
-100.0,-1000.0,303001.0,303001.2826445395
-100.0,-800.0,244401.0,244401.12071156182
-100.0,-600.0,185801.0,185800.95878316913
-100.0,-400.0,127201.0,127200.79686624871
-100.0,-200.0,68601.0,68600.63499531629
-100.0,0.0,10001.0,10000.42500588365
-100.0,200.0,-48599.0,-48599.68915886418
-100.0,400.0,-107199.0,-107199.85103038629
-100.0,600.0,-165799.0,-165800.0129474159
-100.0,800.0,-224399.0,-224400.1748758468
-100.0,1000.0,-282999.0,-283000.33680884214
-80.0,-1000.0,239401.0,239401.28264439545
-80.0,-800.0,192801.0,192801.12071138175
-80.0,-600.0,146201.0,146200.958782929
-80.0,-400.0,99601.0,99600.79686588835
-80.0,-200.0,53001.0,53000.63499459453
-80.0,0.0,6401.0,6400.425257133547
-80.0,200.0,-40199.0,-40199.689158146546
-80.0,400.0,-86799.0,-86799.85103002696
-80.0,600.0,-133399.0,-133400.0129471762
-80.0,800.0,-179999.0,-180000.174875667
-80.0,1000.0,-226599.0,-226600.33680869828
-60.0,-1000.0,176601.0,176601.2826441554
-60.0,-800.0,142001.0,142001.12071108166
-60.0,-600.0,107401.0,107400.95878252879
-60.0,-400.0,72801.0,72800.79686528775
-60.0,-200.0,38201.0,38200.634993391606
-60.0,0.0,3601.0,3600.425675883375
-60.0,200.0,-30999.0,-30999.689156950488
-60.0,400.0,-65599.0,-65599.85102942807
-60.0,600.0,-100199.0,-100200.01294677678
-60.0,800.0,-134799.0,-134800.17487536735
-60.0,1000.0,-169399.0,-169400.33680845852
-40.0,-1000.0,114601.0,114601.28264367534
-40.0,-800.0,92001.0,92001.1207104815
-40.0,-600.0,69401.0,69400.95878172838
-40.0,-400.0,46801.0,46800.79686408655
-40.0,-200.0,24201.0,24200.634990985753
-40.0,0.0,1601.0,1600.4265133830306
-40.0,200.0,-20999.0,-20999.68915455838
-40.0,400.0,-43599.0,-43599.85102823031
-40.0,600.0,-66199.0,-66200.01294597788
-40.0,800.0,-88799.0,-88800.17487476805
-40.0,1000.0,-111399.0,-111400.33680797902
-20.0,-1000.0,53401.0,53401.282642235135
-20.0,-800.0,42801.0,42801.12070868099
-20.0,-600.0,32201.0,32200.958779327113
-20.0,-400.0,21601.0,21600.796860482948
-20.0,-200.0,11001.0,11000.634983768194
-20.0,0.0,401.0,400.4290258819966
-20.0,200.0,-10199.0,-10199.68914738205
-20.0,400.0,-20799.0,-20799.851024637013
-20.0,600.0,-31399.0,-31400.01294358122
-20.0,800.0,-41999.0,-42000.17487297011
-20.0,1000.0,-52599.0,-52600.33680654046
0.0,-1000.0,-6999.0,inf
0.0,-800.0,-5599.0,inf
0.0,-600.0,-4199.0,inf
0.0,-400.0,-2799.0,inf
0.0,-200.0,-1399.0,inf
0.0,0.0,1.0,-inf
0.0,200.0,1401.0,-inf
0.0,400.0,2801.0,-inf
0.0,600.0,4201.0,-inf
0.0,800.0,5601.0,-inf
0.0,1000.0,7001.0,-inf
20.0,-1000.0,-66599.0,-66598.71735200405
20.0,-800.0,-53199.0,-53198.87928411696
20.0,-600.0,-39799.0,-39799.041211067866
20.0,-400.0,-26399.0,-26399.203125102635
20.0,-200.0,-12999.0,-12999.36498736157
20.0,0.0,401.0,400.41897588613193
20.0,200.0,13801.0,13800.310823912634
20.0,400.0,27201.0,27200.148960989805
20.0,600.0,40601.0,40599.987046832095
20.0,800.0,54001.0,53999.82511983816
20.0,1000.0,67401.0,67399.66318770533
40.0,-1000.0,-125399.0,-125398.71735344426
40.0,-800.0,-99999.0,-99998.87928591747
40.0,-600.0,-74599.0,-74599.04121346911
40.0,-400.0,-49199.0,-49199.20312870624
40.0,-200.0,-23799.0,-23799.364994579126
40.0,0.0,1601.0,1600.4214883850982
40.0,200.0,27001.0,27000.310831088962
40.0,400.0,52401.0,52400.1489645831
40.0,600.0,77801.0,77799.98704922877
40.0,800.0,103201.0,103199.82512163608
40.0,1000.0,128601.0,128599.66318914387
60.0,-1000.0,-183399.0,-183398.71735392432
